n_words,sentence_length_mean,sentence_length_variance,type_token_ratio,avg_word_length,superlative_density,adj_ratio,adv_ratio,noun_ratio,verb_ratio,exclamation_density,flesch_reading_ease
270,19.11764705882353,135.51557093425603,0.5925925925925926,4.351851851851852,0.0,0.052307692307692305,0.046153846153846156,0.18153846153846154,0.11076923076923077,0.0013271400132714001,69.36583333333336
80,18.8,17.36,0.825,4.2,0.0,0.10638297872340426,0.0425531914893617,0.2765957446808511,0.10638297872340426,0.0,78.63644444444444
195,21.5,40.25,0.558974358974359,4.102564102564102,0.0,0.06976744186046512,0.06976744186046512,0.13953488372093023,0.14883720930232558,0.0009813542688910696,67.81038775510206
149,11.866666666666667,68.11555555555556,0.6778523489932886,4.275167785234899,0.0056179775280898875,0.10674157303370786,0.06179775280898876,0.15730337078651685,0.12359550561797752,0.0,72.96859693877552
206,17.46153846153846,59.01775147928994,0.6067961165048543,4.097087378640777,0.004405286343612335,0.08370044052863436,0.07048458149779736,0.15418502202643172,0.12334801762114538,0.0009233610341643582,74.95032051282053
267,18.6875,121.96484375,0.5243445692883895,3.8801498127340825,0.0,0.033444816053511704,0.07357859531772576,0.1505016722408027,0.14381270903010032,0.0,78.1859775280899
784,25.029411764705884,53.1461937716263,0.42346938775510207,4.081632653061225,0.0011750881316098707,0.057579318448883664,0.07285546415981199,0.15041128084606345,0.13396004700352526,0.0004909180166912126,69.7412136672851
122,20.714285714285715,46.48979591836735,0.6475409836065574,3.69672131147541,0.0,0.027586206896551724,0.06206896551724138,0.1103448275862069,0.1310344827586207,0.0033112582781456954,74.69396666666667
130,21.142857142857142,57.836734693877546,0.6846153846153846,4.515384615384615,0.0,0.05405405405405406,0.07432432432432433,0.14864864864864866,0.12837837837837837,0.0027210884353741495,53.68813953488373
115,18.0,115.14285714285714,0.7130434782608696,4.078260869565217,0.0,0.05555555555555555,0.07936507936507936,0.14285714285714285,0.1349206349206349,0.0016778523489932886,79.07652173913047
106,15.0,50.0,0.6792452830188679,3.990566037735849,0.0,0.08333333333333333,0.058333333333333334,0.14166666666666666,0.09166666666666666,0.0,78.93103773584906
158,11.125,14.609375,0.5949367088607594,4.069620253164557,0.0056179775280898875,0.05056179775280899,0.06179775280898876,0.15168539325842698,0.1404494382022472,0.0,86.6088148584906
149,32.8,22.16,0.697986577181208,4.778523489932886,0.006097560975609756,0.11585365853658537,0.054878048780487805,0.21951219512195122,0.07926829268292683,0.0,38.91709933774837
197,17.384615384615383,35.467455621301774,0.6040609137055838,4.0761421319796955,0.004424778761061947,0.03982300884955752,0.061946902654867256,0.17256637168141592,0.11504424778761062,0.0009578544061302681,70.78731175972929
126,19.142857142857142,18.408163265306122,0.6587301587301587,3.865079365079365,0.0,0.08208955223880597,0.014925373134328358,0.1791044776119403,0.11194029850746269,0.0016129032258064516,80.46500000000002
134,14.5,22.25,0.6343283582089553,3.9328358208955225,0.0,0.041379310344827586,0.07586206896551724,0.15172413793103448,0.10344827586206896,0.0,84.01161194029852
227,16.25,32.4375,0.5947136563876652,4.171806167400881,0.0,0.07307692307692308,0.05384615384615385,0.1423076923076923,0.1076923076923077,0.0,70.99253623188407
408,18.6,74.08,0.46568627450980393,3.9411764705882355,0.0,0.06666666666666667,0.06881720430107527,0.13548387096774195,0.13548387096774195,0.0,82.17117647058826
138,14.9,33.690000000000005,0.6231884057971014,3.9347826086956523,0.0,0.040268456375838924,0.06711409395973154,0.15436241610738255,0.12751677852348994,0.0,78.47166666666669
258,14.4,43.239999999999995,0.5271317829457365,4.12015503875969,0.0,0.0763888888888889,0.03819444444444445,0.1840277777777778,0.13541666666666666,0.0,82.95947586872587
564,23.74074074074074,102.48834019204389,0.4397163120567376,4.0177304964539005,0.0,0.0421216848673947,0.0483619344773791,0.15912636505460218,0.14664586583463338,0.0,72.1619590643275
215,14.176470588235293,47.43944636678201,0.641860465116279,4.176744186046512,0.0,0.07468879668049792,0.07053941908713693,0.15352697095435686,0.12863070539419086,0.0008710801393728223,71.52189132104458
182,20.0,66.4,0.6043956043956044,3.9945054945054945,0.005,0.05,0.035,0.175,0.14,0.0,72.15320879120883
359,22.77777777777778,91.72839506172839,0.5431754874651811,4.250696378830083,0.0024390243902439024,0.06341463414634146,0.036585365853658534,0.14878048780487804,0.12195121951219512,0.0,67.00168890192056
157,17.0,39.6,0.6178343949044586,4.2165605095541405,0.0058823529411764705,0.047058823529411764,0.1,0.14705882352941177,0.12352941176470589,0.0036101083032490976,68.5797547770701
163,12.1875,18.90234375,0.6073619631901841,3.9938650306748467,0.0,0.05128205128205128,0.046153846153846156,0.14358974358974358,0.13333333333333333,0.004662004662004662,77.5632167832168
99,12.11111111111111,21.209876543209877,0.6868686868686869,4.161616161616162,0.0,0.05504587155963303,0.045871559633027525,0.13761467889908258,0.14678899082568808,0.0038461538461538464,78.59727272727275
271,18.0,60.705882352941174,0.5129151291512916,4.284132841328414,0.0032679738562091504,0.1111111111111111,0.06209150326797386,0.16666666666666666,0.08496732026143791,0.0,69.30024143985955
121,22.0,63.666666666666664,0.6776859504132231,4.033057851239669,0.0,0.05303030303030303,0.07575757575757576,0.14393939393939395,0.13636363636363635,0.0,78.69310606060608
202,15.333333333333334,138.88888888888886,0.5445544554455446,3.896039603960396,0.004347826086956522,0.05217391304347826,0.0782608695652174,0.13043478260869565,0.13043478260869565,0.010773751224289911,84.27524422442245
32,12.0,14.0,0.84375,4.9375,0.0,0.08333333333333333,0.08333333333333333,0.1111111111111111,0.1111111111111111,0.0051813471502590676,63.820833333333354
93,17.333333333333332,52.22222222222222,0.6881720430107527,4.172043010752688,0.009615384615384616,0.07692307692307693,0.057692307692307696,0.15384615384615385,0.09615384615384616,0.0,73.75411290322583
301,19.444444444444443,41.358024691358025,0.5780730897009967,4.176079734219269,0.0,0.07428571428571429,0.07142857142857142,0.1457142857142857,0.10285714285714286,0.0,71.70448810850986
258,22.846153846153847,137.20710059171597,0.5813953488372093,4.348837209302325,0.0,0.07407407407407407,0.05723905723905724,0.16161616161616163,0.10437710437710437,0.0,63.539615384615416
74,16.0,8.4,0.7837837837837838,4.5675675675675675,0.0125,0.0625,0.0875,0.1875,0.1,0.0,61.48327027027028
75,14.0,19.0,0.76,4.1066666666666665,0.0,0.13095238095238096,0.08333333333333333,0.16666666666666666,0.10714285714285714,0.0,77.96350000000002
122,17.125,5.859375,0.5983606557377049,4.032786885245901,0.0,0.051094890510948905,0.021897810218978103,0.17518248175182483,0.11678832116788321,0.0,76.11948863636366
86,15.5,16.916666666666668,0.7558139534883721,4.27906976744186,0.0,0.07526881720430108,0.053763440860215055,0.08602150537634409,0.11827956989247312,0.0,66.37038759689926
148,16.3,32.61,0.6283783783783784,3.858108108108108,0.0,0.0736196319018405,0.06748466257668712,0.15950920245398773,0.1165644171779141,0.0,82.63327027027029
67,11.285714285714286,7.346938775510204,0.7761194029850746,4.641791044776119,0.0,0.0759493670886076,0.08860759493670886,0.1518987341772152,0.0759493670886076,0.002583979328165375,67.25615384615384
134,31.8,109.36000000000001,0.6791044776119403,4.291044776119403,0.0,0.07547169811320754,0.031446540880503145,0.15723270440251572,0.08176100628930817,0.0013550135501355014,58.245909090909095
152,22.0,55.25,0.6710526315789473,4.019736842105263,0.005681818181818182,0.07386363636363637,0.028409090909090908,0.19886363636363635,0.10795454545454546,0.0012658227848101266,72.26230546357615
